url	title	date	author	up	normal	down	img_list	ip	
https://www.ptt.cc/bbs/Beauty/M.1313472467.A.726.html	[帥哥] 猩球崛起的男主角	2011-08-16 13:27:44	HAPPYKIMO	15	1	0		219.85.11.184
https://www.ptt.cc/bbs/Beauty/M.1313563549.A.9C8.html	[帥哥] 不知道這位小朋友是誰???也太帥了吧	2011-08-17 14:45:43	qn	6	5	7		220.136.73.39
https://www.ptt.cc/bbs/Beauty/M.1313592841.A.1FB.html	[帥哥] 本日最帥	2011-08-17 22:53:59	snoopig	33	9	7		58.210.199.243
https://www.ptt.cc/bbs/Beauty/M.1313752706.A.0DB.html	[帥哥] 請幫我判斷哪一張比較帥	2011-08-19 19:18:23	kouojoio	11	9	11		122.123.66.61
https://www.ptt.cc/bbs/Beauty/M.1313917120.A.FE6.html	[帥哥] 清秀帥哥	2011-08-21 16:58:37	thief87	8	4	6		114.39.174.163
https://www.ptt.cc/bbs/Beauty/M.1314162243.A.6D2.html	[帥哥] 今天一樣要帥的稻葉浩志		jo0903	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1314512029.A.CFC.html	[帥哥] 酷似陳致遠	2011-08-28 14:13:46	LAOS	4	4	3		59.126.219.12
https://www.ptt.cc/bbs/Beauty/M.1315051332.A.7A6.html	[帥哥] 俄羅斯的帥哥	2011-09-03 20:02:09	ljuber	2	1	0	http:http://farm5.static.flickr.com/4086/5024682653_b5ff925f0c_b.jpg	123.192.214.54
https://www.ptt.cc/bbs/Beauty/M.1315078087.A.632.html	[帥哥] 英式撞球的帥哥	2011-09-04 03:28:05	vigorhsieh	26	4	0		123.192.190.71
https://www.ptt.cc/bbs/Beauty/M.1315317135.A.56F.html	[帥哥] 溫州最帥醫生	2011-09-06 21:52:12	saintmusic	3	5	1		114.47.78.202
https://www.ptt.cc/bbs/Beauty/M.1316455793.A.C7B.html	[帥哥] 柯震東	2011-09-20 02:09:51	PTTCATKING	8	9	3		118.168.165.62
https://www.ptt.cc/bbs/Beauty/M.1316927824.A.112.html	[帥哥] 蠻帥的西班牙小男生唱Without you	2011-09-25 13:17:02	BlackJak	4	6	0		111.81.218.161
https://www.ptt.cc/bbs/Beauty/M.1316954915.A.214.html	[帥哥] 可柔可剛的伊藤英明	2011-09-25 20:48:31	freedom1986	2	1	0		180.218.205.188
https://www.ptt.cc/bbs/Beauty/M.1316892809.A.70D.html	[帥哥] 今日最帥	2011-09-25 03:33:26	maverickEd	46	6	15	http://i.imgur.com/Tpa5v.jpg;http://i.imgur.com/QC3JC.jpg	61.224.203.73
https://www.ptt.cc/bbs/Beauty/M.1317564406.A.73F.html	[帥哥] 台大帥哥		bache	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1317572419.A.8C1.html	[帥哥] 澳洲小帥哥 女板友福音	2011-10-03 00:20:14	Ivoice	15	10	1		140.130.198.5
https://www.ptt.cc/bbs/Beauty/M.1317993226.A.04F.html	Re: [帥哥] 澳洲小帥哥 女板友福音		toughcooking	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1318496441.A.0BC.html	[帥哥] 帥哥聯盟		KYOROD	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1318665801.A.FAC.html	[帥哥] 「青年莫那」大慶 	2011-10-15 16:03:17	ejywar	6	2	0	http://i.imgur.com/BD3WF.jpg;http://i.imgur.com/AvL5K.jpg	220.139.131.26
https://www.ptt.cc/bbs/Beauty/M.1319496475.A.194.html	[帥哥] 紅唇妖孽男 最迷戀熟女	2011-10-25 06:47:53	rocfrank	6	2	5		118.150.138.24
https://www.ptt.cc/bbs/Beauty/M.1319955741.A.8BB.html	[帥哥] 亞裔男優	2011-10-30 14:22:16	love5566fan	15	9	10		221.120.6.181
https://www.ptt.cc/bbs/Beauty/M.1321027859.A.D21.html	[帥哥] 怎麼都沒人放梁朝偉??	2011-11-12 00:10:55	James1114	5	3	0		118.167.17.217
https://www.ptt.cc/bbs/Beauty/M.1321244523.A.C77.html	[帥哥] 逢甲茶葉蛋	2011-11-14 12:22:01	nancyBABY	3	6	0		140.134.218.139
https://www.ptt.cc/bbs/Beauty/M.1321287219.A.F4B.html	[帥哥] 吳宗憲-窗外 這首歌MV中的男主角	2011-11-15 00:13:37	diablojason	1	5	0		114.42.77.193
https://www.ptt.cc/bbs/Beauty/M.1322393915.A.118.html	[帥哥] 娃娃臉陽光男孩	2011-11-27 19:38:34	catsay	9	6	2	http://i.imgur.com/evQR3.jpg;http://i.imgur.com/0aYYs.jpg;http://i.imgur.com/ehg96.jpg	118.167.184.15
https://www.ptt.cc/bbs/Beauty/M.1322417421.A.085.html	[帥哥] 下面四種帥哥，哪種比較帥呢?	2011-11-28 02:10:19	d445566	10	14	23		119.14.17.164
https://www.ptt.cc/bbs/Beauty/M.1322581365.A.C26.html	[帥哥] 真的是帥帥	2011-11-29 23:42:42	M087160	15	12	14		122.118.75.144
https://www.ptt.cc/bbs/Beauty/M.1322648248.A.527.html	[帥哥] 吳克羣風光當型男 名狗陪入鏡頻NG(圖)		goldenhill	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1323090996.A.0AC.html	[帥哥] 校園帥哥２位　　請評分	2011-12-05 21:16:27	zachLYH	20	8	28		125.230.74.133
https://www.ptt.cc/bbs/Beauty/M.1323332937.A.E37.html	[帥哥] SHINee三度訪台 提早慶生過耶誕(圖) 		goldenhill	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1324141839.A.58D.html	[帥哥] 三重劉德華	2011-12-18 01:10:36	worshipA	62	15	8		118.169.225.38
https://www.ptt.cc/bbs/Beauty/M.1324815125.A.1AA.html	[帥哥] 帥哥團體	2011-12-25 20:12:02	JPN5566	0	0	4		122.126.173.91
https://www.ptt.cc/bbs/Beauty/M.1324820433.A.B9B.html	[帥哥] 表特首PO	2011-12-25 21:40:30	allen199246	2	6	7		59.112.229.149
https://www.ptt.cc/bbs/Beauty/M.1325051899.A.BF4.html	[帥哥] 挑戰晚餐前最帥!!!		ppg77889	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1325332679.A.AEE.html	[帥哥] 我大學室友	2011-12-31 19:57:55	AdiAdi	3	6	5		114.38.10.157
https://www.ptt.cc/bbs/Beauty/M.1325694459.A.3B3.html	[帥哥] 貝克漢為H&M拍攝的內衣褲廣告	2012-01-05 00:27:36	twinklingeat	1	1	0		42.73.115.47
https://www.ptt.cc/bbs/Beauty/M.1326032967.A.E59.html	[帥哥] 拔河隊的學長	2012-01-08 22:29:23	enjoy32410	11	11	9		111.255.35.201
https://www.ptt.cc/bbs/Beauty/M.1326178494.A.E24.html	[帥哥] 神得到這位排灣族帥哥的臉書嗎	2012-01-10 14:54:52	mileslin	6	2	0		140.112.214.2
https://www.ptt.cc/bbs/Beauty/M.1326519632.A.8DD.html	[帥哥] 帥哥一枚	2012-01-14 13:40:27	JPN5566	1	3	5		122.126.172.157
https://www.ptt.cc/bbs/Beauty/M.1326715036.A.543.html	[帥哥] Benicio Del Toro	2012-01-16 19:57:13	PikaRen	0	0	0		140.112.24.59
https://www.ptt.cc/bbs/Beauty/M.1327753525.A.12B.html	[帥哥] 「警界吳彥祖」安裕祥	2012-01-28 20:25:21	waymayday	92	17	8		125.230.77.51
https://www.ptt.cc/bbs/Beauty/M.1328200556.A.2F4.html	[帥哥] 幽默有趣的學弟	2012-02-03 00:35:50	justyju	27	4	15		203.217.118.149
https://www.ptt.cc/bbs/Beauty/M.1328253857.A.0C3.html	[帥哥] 高以翔"人生勝利組"	2012-02-03 15:24:14	guavataro	31	11	2		59.104.123.124
https://www.ptt.cc/bbs/Beauty/M.1328433842.A.1EE.html	[帥哥] 金城武的老爸	2012-02-05 17:23:59	kgb560	25	5	1	http:http://m1.aboluowang.com/ent/data/uploadfile/201107/20110704145541149.jpg	218.164.49.91
https://www.ptt.cc/bbs/Beauty/M.1328558158.A.212.html	[帥哥] 火車上偶遇		ijn123g	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1328611273.A.636.html	[帥哥] 今日我最帥	2012-02-07 18:41:11	ByungHyun	8	1	4		111.249.154.249
https://www.ptt.cc/bbs/Beauty/M.1328793163.A.1FE.html	[帥哥] 今日我最帥		ByungHyun	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1328884968.A.CC7.html	[帥哥] 頹廢型男， 滄桑帥哥	2012-02-10 22:42:45	dyshmire	0	1	1		203.77.79.106
https://www.ptt.cc/bbs/Beauty/M.1328883358.A.BA7.html	[正妹] [帥哥] 創意婚紗照	2012-02-10 22:15:54	newline	0	2	0		61.58.102.110
https://www.ptt.cc/bbs/Beauty/M.1328937343.A.1F0.html	[帥哥] 今日我最帥 Jeremy Lin	2012-02-11 13:15:40	Devillian	118	7	7		114.36.186.12
https://www.ptt.cc/bbs/Beauty/M.1329118067.A.C9B.html	[帥哥] nba型男rubio	2012-02-13 15:27:44	chungwc	10	8	2		60.249.164.196
https://www.ptt.cc/bbs/Beauty/M.1329234870.A.B45.html	[帥哥] 玉山鐵二		SeungYeon	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1329276739.A.536.html	[帥哥] 挑戰本日最帥	2012-02-15 11:32:16	bigdevon	72	13	22		140.112.24.72
https://www.ptt.cc/bbs/Beauty/M.1329330229.A.B48.html	Re: [帥哥] 2/13下午咖啡弄忠孝店帥哥店員	2012-02-16 02:23:47	biofarlos	0	1	0		119.14.173.89
https://www.ptt.cc/bbs/Beauty/M.1329308308.A.C56.html	[帥哥] 2/12(日)下午咖啡弄忠孝店帥哥店員	2012-02-15 20:18:24	kiki318	6	5	0		125.231.215.67
https://www.ptt.cc/bbs/Beauty/M.1329574130.A.9FB.html	[帥哥] 梁修身 當年超帥的~		magic543	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1329621610.A.1CA.html	[帥哥] 趙樹海   		magic543	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1330098256.A.B43.html	[帥哥] GESAFFELSTEIN	2012-02-24 23:44:13	tom80134	4	8	3		111.250.225.27
https://www.ptt.cc/bbs/Beauty/M.1330344119.A.6D0.html	[帥哥] 這帥哥好正		leeobba	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1330409453.A.4F1.html	[帥哥] 真人版趙雲？？	2012-02-28 14:10:51	dyshmire	6	7	10		203.77.79.106
https://www.ptt.cc/bbs/Beauty/M.1330607882.A.739.html	[帥哥] 在士林夜市拍到的帥哥	2012-03-01 21:17:51	rrea0204	9	8	1	http://i.imgur.com/EBHwu.jpg;http://i.imgur.com/anBA0.jpg;http://i.imgur.com/VJHPk.jpg	220.134.53.206
https://www.ptt.cc/bbs/Beauty/M.1332499778.A.DDE.html	[帥哥] TYSON CHANDLER	2012-03-23 18:49:34	zzxzero	21	3	0	http:http://www.thegrio.com/uploads/Tyson-Chandler-NBA-Style.jpg	123.0.33.57
https://www.ptt.cc/bbs/Beauty/M.1333013176.A.1DA.html	[帥哥] 詹姆士法蘭科 X Terry Richardson	2012-03-29 17:25:51	molemilk	2	0	0		111.248.69.8
https://www.ptt.cc/bbs/Beauty/M.1333791902.A.B51.html	[帥哥] 朋友今天生日出賣他一下	2012-04-07 17:44:59	pttym	5	3	13		203.222.22.61
https://www.ptt.cc/bbs/Beauty/M.1334071782.A.661.html	[帥哥] 在牆壁畫海賊王當做自家裝潢	2012-04-10 23:29:40	cutesuper	4	2	0		140.129.113.4
https://www.ptt.cc/bbs/Beauty/M.1334133979.A.3A6.html	[帥哥] 混血帥哥	2012-04-11 16:46:07	sunnday1217	3	8	0		114.34.166.75
https://www.ptt.cc/bbs/Beauty/M.1334258903.A.220.html	[帥哥] 頹廢斯文素人	2012-04-13 03:28:18	rrum	2	12	2		114.37.92.251
https://www.ptt.cc/bbs/Beauty/M.1335036262.A.B08.html	[帥哥] 張倫碩	2012-04-22 03:24:18	hedonist	16	2	5		61.64.181.85
https://www.ptt.cc/bbs/Beauty/M.1335198456.A.1B6.html	[帥哥] 這是多久前的合照..	2012-04-24 00:27:32	SeungYeon	168	36	3		112.105.64.17
https://www.ptt.cc/bbs/Beauty/M.1336534242.A.F38.html	[帥哥] 重慶豬肉王子太帥　媽媽粉絲絡繹不絕	2012-05-09 11:30:40	inabee	11	12	3		114.47.165.148
https://www.ptt.cc/bbs/Beauty/M.1336669102.A.70D.html	[帥哥] 帥哥正妹夫妻	2012-05-11 00:58:19	egg770325	3	3	6		203.70.187.80
https://www.ptt.cc/bbs/Beauty/M.1337085563.A.7D9.html	[帥哥] 今晚我最美	2012-05-15 20:39:18	sunnday1217	2	6	2		118.165.66.28
https://www.ptt.cc/bbs/Beauty/M.1337148686.A.577.html	[帥哥] 大飛哥!!!!!	2012-05-16 14:11:22	SeungYeon	20	7	0	http:http://info.lvmama.com/ent/uploads/allimg/101014/1324022336-1.jpg	140.133.13.130
https://www.ptt.cc/bbs/Beauty/M.1337420707.A.0C8.html	[帥哥] 中國帥哥 澤美道 Hit5	2012-05-19 17:45:02	ijn123g	2	3	0		1.175.193.58
https://www.ptt.cc/bbs/Beauty/M.1337529621.A.8B9.html	[帥哥] 超正的男生....絕對不是三角飯糰 		Jermeny	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1338741208.A.B93.html	[帥哥] 莫子儀	2012-06-04 00:33:22	mysunsun	6	5	2		125.227.183.251
https://www.ptt.cc/bbs/Beauty/M.1339246295.A.06A.html	[帥哥] Luka Rocco Magnotta超帥的白人 ///>"<///	2012-06-09 20:51:32	CCRisfucked	2	7	4	http:http://images.brisbanetimes.com.au/2012/06/03/3345706/art-Magnotta2-420x0.jpg;http:http://images.brisbanetimes.com.au/2012/06/01/3340089/art-luka1-420x0.jpg;http:http://www.nationalledger.com/media/images/MISC/Luka-Rocco-Magnotta.jpg	218.169.197.104
https://www.ptt.cc/bbs/Beauty/M.1340298591.A.8F9.html	[帥哥] 成大熱愛路跑雙包胎型男	2012-06-22 01:09:48	huang0505	13	9	16	http:http://www.cdns.com.tw/20120618/news/nxyzh/T90009002012052416193908_z.jpg	163.29.45.122
https://www.ptt.cc/bbs/Beauty/M.1341147361.A.244.html	[帥哥] 吉他男	2012-07-01 20:55:55	Hasahina	3	2	6		49.159.164.29
https://www.ptt.cc/bbs/Beauty/M.1341121976.A.B60.html	[帥哥] 優質!	2012-07-01 13:52:53	qscxz	12	2	7	http://i.imgur.com/6gy6l.jpg;http://i.imgur.com/NllMk.jpg;http://i.imgur.com/cZXVK.jpg;http://i.imgur.com/5lZ8O.jpg	220.131.135.234
https://www.ptt.cc/bbs/Beauty/M.1341508717.A.C82.html	[帥哥] 非常可愛的男生	2012-07-06 01:18:34	ponponlala	1	0	0		111.240.237.103
https://www.ptt.cc/bbs/Beauty/M.1341673117.A.F59.html	[帥哥] 可以跟金城武匹敵的男人-老外		mnhyuiop	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1342082960.A.64E.html	[帥哥] 帶給世界歡樂的男人		gf101905	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1343057342.A.0E3.html	[帥哥] 我的老闆!!	2012-07-23 23:29:00	aiwenmango	10	5	1		111.184.18.246
https://www.ptt.cc/bbs/Beauty/M.1343718633.A.911.html	[帥哥]奧運德國體操選手Marcel Nguyen  	2012-07-31 15:10:31	serbpapa	12	2	0		60.199.248.193
https://www.ptt.cc/bbs/Beauty/M.1344009982.A.B09.html	[帥哥] 奧運羽球男雙四強	2012-08-04 00:06:19	HSKing	6	0	0		125.230.90.34
https://www.ptt.cc/bbs/Beauty/M.1344091805.A.298.html	Re: [帥哥] 奧運羽球男雙四強	2012-08-04 22:50:02	lkjj	0	0	0		118.166.57.179
https://www.ptt.cc/bbs/Beauty/M.1344325497.A.6C1.html	[帥哥] 日本體操美男 加藤凌平	2012-08-07 15:44:54	dingading	11	2	1		220.135.19.121
https://www.ptt.cc/bbs/Beauty/M.1345803122.A.96D.html	[帥哥] 法國帥哥工程師		sharkdd	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1346224420.A.526.html	[帥哥] 豐川悅司	2012-08-29 15:13:37	sonicyouth45	3	2	0		111.240.34.245
https://www.ptt.cc/bbs/Beauty/M.1346242970.A.8AB.html	[帥哥] Yahoo拍賣帥哥	2012-08-29 20:22:47	FenixYu	27	13	3		114.44.187.226
https://www.ptt.cc/bbs/Beauty/M.1346495667.A.929.html	[帥哥] [ＸＤ] 小丑 V.S. 土耳其冰淇淋	2012-09-01 18:34:26	r801129	53	4	2		111.252.92.117
https://www.ptt.cc/bbs/Beauty/M.1347112652.A.877.html	[帥哥] 老一輩的美男子	2012-09-08 21:57:29	em2001	0	0	0		111.246.19.22
https://www.ptt.cc/bbs/Beauty/M.1347113463.A.A98.html	[帥哥]馬蓋先	2012-09-08 22:11:00	em2001	29	3	0		111.246.19.22
https://www.ptt.cc/bbs/Beauty/M.1347207844.A.48A.html	[帥哥] 板橋Samsung Mobile 員工	2012-09-10 00:23:59	wwdp1111	109	43	50		1.163.69.164
https://www.ptt.cc/bbs/Beauty/M.1347722082.A.C8A.html	[帥哥] 第四張照片的鐵漢柔情	2012-09-15 23:14:40	asdflkjh	2	1	3		39.10.154.234
https://www.ptt.cc/bbs/Beauty/M.1348112090.A.A48.html	[帥哥] 素人帥哥拍平面Irving Lee	2012-09-20 11:34:47	kittyrica	1	2	1		60.250.88.181
https://www.ptt.cc/bbs/Beauty/M.1348113634.A.3A0.html	[帥哥] 帶著純樸味道的帥哥	2012-09-20 12:00:32	enpu	1	6	2		175.99.71.3
https://www.ptt.cc/bbs/Beauty/M.1348221291.A.D92.html	[帥哥] 素人帥哥拍平面-Andrew		kittyrica	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1348331192.A.25F.html	[帥哥] 稻葉浩志~48歲生日快樂	2012-09-23 00:26:29	shanyaochung	49	2	0	http://i.imgur.com/HVW5n.jpg;http://i.imgur.com/PVFVT.jpg;http://i.imgur.com/9DxXn.jpg;http://i.imgur.com/5we84.jpg;http://i.imgur.com/8fhX3.jpg;http://i.imgur.com/FxJSI.jpg;http://i.imgur.com/Oxmze.jpg;http://i.imgur.com/CeRjY.jpg;http://i.imgur.com/5ldP2.jpg;http://i.imgur.com/oXwkt.jpg;http://i.imgur.com/jFN4Z.jpg;http://i.imgur.com/U7NPI.jpg	114.45.231.36
https://www.ptt.cc/bbs/Beauty/M.1348543021.A.DF3.html	[帥哥] 喬瑟夫高登李維~跳脫衣舞	2012-09-25 11:16:58	dingading	9	2	0		1.34.109.26
https://www.ptt.cc/bbs/Beauty/M.1348900439.A.E7F.html	[帥哥] 貝爾吉羅斯 鋼鐵般的男人	2012-09-29 14:33:56	hn12404988	25	14	0		175.98.71.146
https://www.ptt.cc/bbs/Beauty/M.1349016890.A.2FB.html	[帥哥] 台灣本土17歲的帥哥	2012-09-30 22:54:46	nicholas21	201	10	2		36.227.89.239
https://www.ptt.cc/bbs/Beauty/M.1349261734.A.7B0.html	[帥哥] 海洋大學獨木舟帥哥	2012-10-03 18:55:32	busyer	2	1	0		202.89.121.16
https://www.ptt.cc/bbs/Beauty/M.1349286539.A.87B.html	[帥哥] 有沒有人覺得他很帥？	2012-10-04 01:48:57	a552537	13	7	0		122.100.64.223
https://www.ptt.cc/bbs/Beauty/M.1349707781.A.C99.html	[正妹] [帥哥] 進棚工作的側拍花絮(超細腿!!!)	2012-10-08 22:49:37	tuanuu	4	3	0		114.45.179.18
https://www.ptt.cc/bbs/Beauty/M.1349747370.A.690.html	[帥哥] 很有ABC味道的台灣素人男孩	2012-10-09 09:49:28	kittyrica	2	5	7		60.250.88.181
https://www.ptt.cc/bbs/Beauty/M.1350213203.A.2A6.html	[帥哥] 今日我最帥	2012-10-14 19:13:21	madorr	20	5	1		203.73.18.55
https://www.ptt.cc/bbs/Beauty/M.1350226290.A.72B.html	Re: [帥哥] 今日我最帥	2012-10-14 22:51:26	yeo12	6	3	0		118.160.45.32
https://www.ptt.cc/bbs/Beauty/M.1350241573.A.F8B.html	[帥哥] 今日他最帥	2012-10-15 03:06:09	lin740810	4	1	3		114.46.158.213
https://www.ptt.cc/bbs/Beauty/M.1351179089.A.332.html	[帥哥] 軍人 	2012-10-25 23:31:27	BitchJackie	2	4	6		111.184.36.189
https://www.ptt.cc/bbs/Beauty/M.1352263603.A.7BE.html	[帥哥] 哈佛帥哥		w55007	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1353905479.A.548.html	[帥哥] 羅莉麥當勞		scrubber	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1354025400.A.7D1.html	[帥哥] 有點像最近當紅的電影主角...		ChoHaiHai	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1354264809.A.C41.html	[帥哥] 2012年十大性感男性內褲代表人物	2012-11-30 16:40:01	girltrouble	2	3	1		99.99.57.81
https://www.ptt.cc/bbs/Beauty/M.1355936591.A.9DD.html	[帥哥] 挑戰半夜最帥		ataching	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1356153724.A.FA1.html	[帥哥]泰國萬年帥哥		mm38	0	0	0		
https://www.ptt.cc/bbs/Beauty/M.1356367128.A.314.html	[帥哥] 有獨特的專長	2012-12-25 00:38:43	wu41289	0	2	1		114.27.39.43
https://www.ptt.cc/bbs/Beauty/M.1356512163.A.875.html	[帥哥] 澳洲小傑西麥卡尼	2012-12-26 16:55:59	killer110	1	2	0		110.174.210.63
https://www.ptt.cc/bbs/Beauty/M.1356509299.A.282.html	[帥哥] 我兒子	2012-12-26 16:08:15	johnten	148	28	13		211.72.122.138
